Date,Activity Id,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
1/30/2017 18:43,dcf483e9-421e-42b6-b116-884c794f5366,Running,,6.98,37:28:00,5:22,11.18,496.9999997,66,143,,TomTom MySports Watch,2017-01-30-184333.gpx
1/26/2017 18:47,d61065b6-749d-46bf-a680-6ebb7067620c,Running,,10.3,44:30:00,5:22,11.19,585.9999997,74,144,,TomTom MySports Watch,2017-01-26-184736.gpx
1/23/2017 18:39,9a35d26a-e947-4374-b411-a28c07f0b153,Running,,11.98,1:07:49,5:40,10.6,849.9999995,100,150,,TomTom MySports Watch,2017-01-23-183910.gpx
1/19/2017 18:10,e3e565d9-b63b-4a12-9704-b3daef064784,Running,,8.43,41:36:00,5:36,10.72,517.9999997,51,132,,TomTom MySports Watch,2017-01-19-181000.gpx
1/16/2017 18:04,5847c202-4eb8-4416-b641-530232791775,Running,,12.15,1:08:32,5:38,10.64,849.9999995,99,143,,TomTom MySports Watch,2017-01-16-180430.gpx
1/12/2017 18:19,1a0c5ffe-b6ef-4c05-8126-acd92ab1b5a6,Running,,12,1:08:08,5:41,10.57,859.9999995,100,148,,TomTom MySports Watch,2017-01-12-181937.gpx
1/5/2017 18:15,e6f58116-e2c7-4f3a-848e-0529635f8bb3,Running,,7.02,39:42:00,5:39,10.61,492.9999997,68,143,,TomTom MySports Watch,2017-01-05-181510.gpx
1/3/2017 18:26,2e8b8cba-c1b5-4837-a124-9b8a30cc5ff9,Running,,10.05,57:27:00,5:43,10.49,699.9999996,93,143,,TomTom MySports Watch,2017-01-03-182607.gpx
12/29/2016 19:08,85115e40-2460-4043-ab77-9c48ad4e1aa3,Running,,7,39:48:00,5:41,10.55,490.9999997,67,113,,TomTom MySports Watch,2016-12-29-190837.gpx
12/26/2016 18:37,8f84f8fd-d26f-46d9-91bc-9ee4ddb6b2a8,Running,,6.92,39:42:00,5:44,10.45,478.9999997,67,139,,TomTom MySports Watch,2016-12-26-183708.gpx
12/22/2016 18:43,94105764-bf26-4123-b199-f4efef9c9959,Running,,6.9,38:28:00,5:35,10.76,481.9999997,64,137,,TomTom MySports Watch,2016-12-22-184338.gpx
12/15/2016 18:53,ad7aec27-c204-403a-aa08-5f4068d5b239,Running,,6.85,37:44:00,5:30,10.9,486.9999997,67,140,,TomTom MySports Watch,2016-12-15-185307.gpx
12/6/2016 18:36,159d92f4-c96b-43ea-88a3-8f1060d170ed,Running,,8.99,41:34:00,5:57,10.08,499.9999997,49,139,,TomTom MySports Watch,2016-12-06-183637.gpx
12/1/2016 18:39,5671ace7-1b97-4466-b4a3-e89a40588690,Running,,6.96,39:33:00,5:41,10.56,478.9999997,66,126,,TomTom MySports Watch,2016-12-01-183939.gpx
11/28/2016 18:46,f603036c-01a9-40dd-ae80-101e70056810,Running,,10.13,57:41:00,5:42,10.54,708.9999996,95,144,,TomTom MySports Watch,2016-11-28-184607.gpx
11/24/2016 18:50,1bfdff30-6f7f-4428-9316-3b6289bd57f3,Running,,6.73,36:01:00,5:21,11.21,470.9999997,65,163,,TomTom MySports Watch,2016-11-24-185024.gpx
11/21/2016 18:57,dcb51374-c574-4fac-8f30-d2f2080368eb,Running,,10.05,56:45:00,5:39,10.63,703.9999996,96,146,,TomTom MySports Watch,2016-11-21-185732.gpx
11/17/2016 18:52,56571fdf-a69d-4662-87f2-0a0cc0621d4e,Running,,8.95,40:32:00,5:50,10.28,493.9999997,67,161,,TomTom MySports Watch,2016-11-17-185221.gpx
11/15/2016 18:27,89e8ac21-0c79-4251-9d0b-ddef7c7cb0f3,Running,,6.94,40:44:00,5:52,10.22,491.9999997,66,134,,TomTom MySports Watch,2016-11-15-182755.gpx
11/10/2016 18:31,e29a6eb4-cd05-4dab-ac97-39ee3ecf0555,Running,,6.83,40:03:00,5:52,10.22,483.9999997,67,134,,TomTom MySports Watch,2016-11-10-183103.gpx
11/3/2016 18:17,912e75d6-3060-44c9-b67a-b2510b1fad32,Running,,6.77,37:58:00,5:37,10.7,482.9999997,64,142,,TomTom MySports Watch,2016-11-03-181735.gpx
10/31/2016 19:34,86ea4944-dc1b-4cc9-8e20-eb3a0267e3ff,Running,,10.15,56:36:00,5:35,10.76,700.9999996,109,132,,TomTom MySports Watch,2016-10-31-193432.gpx
10/27/2016 19:17,f7222eab-f4cf-4f15-ab3e-fb6a723b1294,Running,,6.84,34:57:00,5:06,11.75,477.9999997,75,146,,TomTom MySports Watch,2016-10-27-191755.gpx
10/24/2016 18:38,7d043cea-6c58-4e18-8d31-6ac3f1deb2a8,Running,,10.15,58:25:00,5:45,10.42,703.9999996,92,139,,TomTom MySports Watch,2016-10-24-183831.gpx
10/20/2016 18:57,772cc020-ef53-429b-9ae7-43e8cc474d86,Running,,10.19,56:25:00,5:32,10.83,715.9999996,89,148,,TomTom MySports Watch,2016-10-20-185748.gpx
10/17/2016 18:39,605ee6a1-3eba-4b09-8528-66f0a34368d5,Running,,10.02,55:56:00,5:35,10.75,712.9999996,92,136,,TomTom MySports Watch,2016-10-17-183956.gpx
10/15/2016 17:14,467ce511-b823-4bf8-a6b8-3de45da696b9,Running,,13.49,1:14:11,5:30,10.91,942.9999995,182,143,,TomTom MySports Watch,2016-10-15-171434.gpx
10/12/2016 17:50,0762a080-72c1-4316-9af3-520de54776dd,Running,,10.77,52:12:00,5:21,11.22,700,57,,,,2016-10-12-175031.gpx
10/3/2016 11:47,d7f518d9-57aa-4c3f-b5d1-a3f758155737,Cycling,,23.62,1:12:42,3:05,19.5,606,301,126,,TomTom MySports Watch,2016-10-03-114716.gpx
10/2/2016 16:36,f9df1129-32bf-4ff8-93fa-8e2617617c37,Running,,13.43,1:12:20,5:23,11.14,945.9999995,184,141,,TomTom MySports Watch,2016-10-02-163605.gpx
9/27/2016 18:11,e47410e1-1a6c-428f-a03d-7f5c86a1e6e7,Running,,6.88,32:47:00,4:46,12.59,496,49,,,,2016-09-27-181127.gpx
9/24/2016 16:39,90d59463-bd07-4aa2-bf45-51c5cc985a1f,Running,,19.41,1:46:24,5:29,10.95,1344.999999,320,140,,TomTom MySports Watch,2016-09-24-163937.gpx
9/22/2016 18:52,1454fad1-9940-448a-82fb-8ae9f3bf05e5,Running,,6.96,37:14:00,5:21,11.22,493.9999997,63,135,,TomTom MySports Watch,2016-09-22-185222.gpx
9/20/2016 18:42,b6743512-8841-4278-9f54-8028ca96eae6,Running,,10.03,53:21:00,5:19,11.28,712.9999996,89,139,,TomTom MySports Watch,2016-09-20-184240.gpx
9/15/2016 18:38,27a3ae81-deee-44f8-97ce-da1ed9d11ab6,Running,,10,47:55:00,4:47,12.52,673.9999996,91,150,,TomTom MySports Watch,2016-09-15-183853.gpx
9/12/2016 18:23,76fd4f11-78e0-4c31-a25f-4933c9163901,Running,,13.08,1:10:33,5:24,11.12,916.9999995,116,141,,TomTom MySports Watch,2016-09-12-182304.gpx
9/10/2016 17:13,be77ab12-11b2-4604-828d-6ac7ee0b6c50,Cycling,,13.11,32:47:00,2:30,23.99,328,163,136,,TomTom MySports Watch,2016-09-10-171351.gpx
9/8/2016 18:19,8a409a09-8312-448c-b513-ea63a18cbca1,Running,,13.12,1:04:40,4:56,12.17,905.9999995,110,154,,TomTom MySports Watch,2016-09-08-181956.gpx
9/4/2016 17:08,cc9e2d95-fc5d-4633-9801-a6a92df8eebe,Cycling,,13.64,40:43:00,2:59,20.09,342,184,134,,TomTom MySports Watch,2016-09-04-170828.gpx
9/3/2016 17:28,9697ecb1-cfe8-454c-86c6-1def815159b2,Running,,13.5,1:17:44,5:46,10.42,948.9999995,184,138,,TomTom MySports Watch,2016-09-03-172811.gpx
8/31/2016 18:33,d2e170c7-70e0-430c-ad0a-185fc87a4dae,Running,,13.06,1:04:09,4:55,12.22,898.9999995,107,152,,TomTom MySports Watch,2016-08-31-183350.gpx
8/28/2016 18:00,3054ec70-ce18-45a0-aaa3-badaa9d89711,Running,,12.05,1:07:14,5:35,10.76,834.9999995,172,143,,TomTom MySports Watch,2016-08-28-180016.gpx
8/27/2016 17:08,e3fc3373-0a83-4dba-8042-7eca0b3cf676,Cycling,,24.67,1:08:53,2:48,21.49,623,307,134,,TomTom MySports Watch,2016-08-27-170838.gpx
8/24/2016 17:26,81b6ef5d-8f11-4c2f-966d-d253706aa921,Running,,13.25,1:11:57,5:26,11.05,897.9999995,181,141,,TomTom MySports Watch,2016-08-24-172600.gpx
8/22/2016 18:14,ee6099f2-aa7e-4607-9934-829a12fd5224,Running,,10.06,51:20:00,5:06,11.76,716,58,,,,2016-08-22-181448.gpx
8/20/2016 15:43,d71c6646-114b-4fb9-a011-d195c560591b,Cycling,,31.48,1:29:50,2:51,21.03,740,553,138,,TomTom MySports Watch,2016-08-20-154349.gpx
8/19/2016 16:57,454b61da-b805-4a17-9a46-940c3607e8ee,Running,,13.43,1:14:24,5:32,10.83,904.9999995,185,150,,TomTom MySports Watch,2016-08-19-165741.gpx
8/17/2016 17:17,af644132-ea3f-4770-a8d3-703c17d6c858,Cycling,,21.82,1:22:34,3:47,15.86,533,316,122,,TomTom MySports Watch,2016-08-17-171709.gpx
8/14/2016 12:32,a871f64a-5aba-44ce-b166-f3b57c4406a6,Running,,21.16,2:04:44,5:54,10.18,1469.999999,351,149,,TomTom MySports Watch,2016-08-14-123207.gpx
8/1/2016 17:40,513f1448-16e1-4cc3-8f1f-71c02809d8c2,Running,,14.32,1:20:36,5:38,10.66,997.9999994,213,151,,TomTom MySports Watch,2016-08-01-174040.gpx
7/24/2016 17:13,34994797-0b06-484c-8a7a-ebd8760084a9,Running,,20.81,2:03:35,5:56,10.11,1435.999999,367,144,,TomTom MySports Watch,2016-07-24-171338.gpx
7/18/2016 18:28,d937fa3d-ace4-4083-abaa-ce450bf92ea9,Running,,10.01,50:49:00,5:05,11.82,682.9999996,92,151,,TomTom MySports Watch,2016-07-18-182847.gpx
7/16/2016 17:27,5085cce1-bebb-48cb-8429-33ff77b6fdf3,Running,,22.06,2:08:28,5:49,10.3,1524.999999,354,143,,TomTom MySports Watch,2016-07-16-172712.gpx
7/12/2016 18:20,d1b3933f-2b58-4158-b2e7-b2385682da43,Running,,10.71,50:45:00,5:14,11.47,696,52,,,,2016-07-12-182028.gpx
7/10/2016 16:35,85014381-7900-49e2-88f0-42c75e0954c1,Running,,19.27,1:49:48,5:42,10.53,1323.999999,319,142,,TomTom MySports Watch,2016-07-10-163525.gpx
7/4/2016 18:24,b8d35359-b7ee-4270-bd59-0b108b86bafd,Running,,16.46,1:28:53,5:24,11.11,1139.999999,146,144,,TomTom MySports Watch,2016-07-04-182446.gpx
7/2/2016 17:52,04a5969e-40b1-45de-a8f4-79745c556c59,Running,,13.55,1:18:01,5:46,10.42,933.9999995,189,137,,TomTom MySports Watch,2016-07-02-175207.gpx
6/27/2016 18:40,20ef6c75-37e5-48cc-ab4a-934347347632,Running,,13.28,1:12:43,5:29,10.96,903.9999995,180,146,,TomTom MySports Watch,2016-06-27-184044.gpx
6/25/2016 17:02,c306e91d-482d-40b4-96f6-c6f2117eaab4,Running,,13.22,1:16:38,5:48,10.35,917.9999995,226,142,,TomTom MySports Watch,2016-06-25-170244.gpx
6/23/2016 18:29,7bedfff1-e270-4ca6-9b34-61f3fc016487,Running,,10.02,51:35:00,5:09,11.65,719,60,,,"Very hot, up to 30+",2016-06-23-182958.gpx
6/19/2016 17:04,2c7b0c7c-1a8e-46d8-88f0-f52cde314a5d,Running,,18.59,1:49:24,5:53,10.19,1283.999999,295,142,,TomTom MySports Watch,2016-06-19-170431.gpx
6/14/2016 18:40,86208dc5-01ec-4383-8284-89afd17ff565,Running,,13.21,1:08:35,5:11,11.56,904.9999995,119,155,,TomTom MySports Watch,2016-06-14-184051.gpx
6/12/2016 12:07,5ba46d07-d64a-4204-b64c-11b5fb095be6,Running,,19.89,1:45:59,5:20,11.26,1452,202,,,,2016-06-12-120708.gpx
6/5/2016 17:10,adb38948-116e-4000-9598-877aa7b718da,Running,,15.52,1:30:35,5:50,10.28,1073.999999,254,142,,TomTom MySports Watch,2016-06-05-171029.gpx
6/2/2016 18:43,7d056151-5c10-44c8-ad58-43bf7e1e6fe6,Running,,13.24,1:09:06,5:13,11.5,910.9999995,117,145,,TomTom MySports Watch,2016-06-02-184344.gpx
5/30/2016 18:51,69ba4306-6177-4ef1-b3c6-cea3e9700116,Running,,10.03,52:02:00,5:11,11.57,685.9999996,91,145,,TomTom MySports Watch,2016-05-30-185132.gpx
5/26/2016 18:30,e6a0852a-16ff-446c-b522-21c9489c07b7,Running,,12.88,1:08:16,5:18,11.32,892.9999995,145,149,,TomTom MySports Watch,2016-05-26-183037.gpx
5/23/2016 18:26,bf304a1c-a01b-4ceb-9559-bde274612398,Running,,10.02,51:25:00,5:08,11.68,720,64,,,,2016-05-23-182658.gpx
5/22/2016 15:31,d6e2c045-ce5b-49be-846e-a59df6bd4f0d,Cycling,,39.62,1:48:59,2:45,21.81,877,319,,,,2016-05-22-153106.gpx
5/19/2016 18:54,fc27d591-a215-4c9b-b30d-22dc38a9293e,Running,,10.14,55:00:00,5:26,11.06,701.9999996,99,145,,TomTom MySports Watch,2016-05-19-185407.gpx
5/9/2016 16:46,6efb6c1b-fcb4-449c-be9b-6c70d6d0acab,Running,,13.5,1:15:04,5:34,10.79,920.9999995,181,147,,TomTom MySports Watch,2016-05-09-164649.gpx
4/24/2016 17:16,3c60a550-2443-4986-b9b8-666f29b2b367,Running,,12.85,1:16:56,5:59,10.02,902.9999995,185,142,,TomTom MySports Watch,2016-04-24-171601.gpx
4/17/2016 16:20,5fe9a80e-d885-426e-816e-2d7aca6844ec,Running,,13.47,1:17:55,5:47,10.37,927.9999995,180,140,,TomTom MySports Watch,2016-04-17-162056.gpx
4/11/2016 18:25,f5856eb2-a21b-4796-9b0c-b581bfb0f777,Running,,9.88,47:00:00,5:17,11.34,615.9999996,83,143,,TomTom MySports Watch,2016-04-11-182511.gpx
4/7/2016 18:50,f260fb9a-5017-40e2-af1d-77ff22e3c5f6,Running,,10,51:15:00,5:07,11.71,684.9999996,92,145,,TomTom MySports Watch,2016-04-07-185038.gpx
4/3/2016 16:27,30839785-9325-435a-97d2-219039984113,Running,,10.3,58:59:00,5:44,10.47,705.9999996,143,142,,TomTom MySports Watch,2016-04-03-162737.gpx
3/28/2016 16:12,bd2a55a4-2553-4007-808d-5456de4482c6,Running,,15.62,1:32:26,5:55,10.14,1084.999999,258,145,,TomTom MySports Watch,2016-03-28-161215.gpx
3/21/2016 18:51,63c7f05c-2285-489e-ae1e-af1b7ecce87c,Running,,10.1,51:25:00,5:39,10.62,625.9999996,85,142,,TomTom MySports Watch,2016-03-21-185135.gpx
3/13/2016 13:02,c1105c54-b975-486c-8606-9e0a80994541,Running,,7.19,43:26:00,6:03,9.93,511.9999997,111,136,,TomTom MySports Watch,2016-03-13-130238.gpx
3/7/2016 13:23,375d191f-2d90-4781-8223-a2a8146ca445,Running,,13.69,1:20:39,5:54,10.18,995,141,,,,2016-03-07-132344.gpx
2/28/2016 13:37,37908beb-2ae0-41e7-9554-3662d9beefec,Running,,13.48,1:19:28,5:54,10.18,941.9999995,183,144,,TomTom MySports Watch,2016-02-28-133746.gpx
2/21/2016 15:48,ba4a23cd-25ef-43ea-84c4-fb8c3c1e3b57,Running,,13.69,1:22:23,6:01,9.97,997,144,,,Cold and windy,2016-02-21-154848.gpx
2/18/2016 19:09,6b831381-6425-4a66-ada4-7f57f013ea05,Running,,6.92,39:25:00,5:42,10.54,472.9999997,67,141,,TomTom MySports Watch,2016-02-18-190901.gpx
2/15/2016 18:37,c41ee42c-c911-4367-8594-e86cffbec427,Running,,10.02,1:00:08,6:00,10,702.9999996,92,157,,TomTom MySports Watch,2016-02-15-183704.gpx
2/8/2016 18:09,09404e9f-88f0-4a78-8df8-e7a51c5246e0,Running,,6.81,41:18:00,6:04,9.89,488.9999997,68,165,,TomTom MySports Watch,2016-02-08-180903.gpx
2/4/2016 18:46,baed89f0-0754-4b54-a5cb-7959c39459c0,Running,,6.84,40:02:00,5:51,10.25,477.9999997,67,139,,TomTom MySports Watch,2016-02-04-184632.gpx
1/14/2016 18:40,f5f333b1-3453-4555-aafd-d19923d0b84e,Running,,7,41:18:00,5:54,10.17,486.9999997,70,142,,TomTom MySports Watch,2016-01-14-184008.gpx
12/27/2015 13:14,7c59b1da-9dfd-43df-8170-a0bc4ad2bdb6,Running,,13.53,1:16:48,5:41,10.57,921.9999995,185,152,,TomTom MySports Watch,2015-12-27-131459.gpx
12/23/2015 18:45,49f7059a-97c3-499e-9f42-85df1506aa90,Running,,10.12,59:02:00,5:50,10.29,692.9999996,95,158,,TomTom MySports Watch,2015-12-23-184503.gpx
12/21/2015 18:31,620a65d8-185f-40f4-8967-9ce068f02269,Running,,10.02,57:55:00,5:47,10.38,686.9999996,91,138,,TomTom MySports Watch,2015-12-21-183125.gpx
12/6/2015 12:54,2c3636ee-cb13-4f41-80c7-2373427859ac,Running,,13.77,1:18:04,5:40,10.58,1009,146,,,,2015-12-06-125429.gpx
11/17/2015 18:37,5996f583-c53c-4ef3-867e-76db1c54dd6d,Running,,10,58:32:00,5:51,10.25,687.9999996,93,140,,TomTom MySports Watch,2015-11-17-183711.gpx
11/9/2015 18:21,df774be0-d4a3-4104-a9e4-ee120e17bcba,Running,,10.72,55:01:00,5:40,10.6,658.9999996,89,131,,TomTom MySports Watch,2015-11-09-182131.gpx
11/2/2015 18:23,bd307ec2-4c6d-4be5-b7d1-d15fb11a7b9d,Running,,6.6,36:15:00,5:30,10.92,455.9999997,62,145,,TomTom MySports Watch,2015-11-02-182337.gpx
10/18/2015 15:43,340e4fd4-6817-4a03-b1af-7c2deb9768ae,Cycling,,16.67,1:08:46,4:08,14.54,427,166,,,,2015-10-18-154306.gpx
10/4/2015 10:15,2ff0ef92-5476-4321-8f24-49a6b92433f3,Running,,38.32,4:28:19,7:00,8.57,2587.999999,646,140,,TomTom MySports Watch,2015-10-04-101557.gpx
9/28/2015 18:21,16bb07d0-9417-428e-b30e-2e7286b2d25a,Running,,18.94,1:44:26,5:31,10.88,1300.999999,158,138,,TomTom MySports Watch,2015-09-28-182121.gpx
9/24/2015 18:28,949d5983-73ea-4a25-a589-87e0280b1b8e,Running,,10.43,51:16:00,5:26,11.03,649.9999996,77,138,,TomTom MySports Watch,2015-09-24-182814.gpx
9/21/2015 18:13,fc1187a9-6b18-4f14-b37a-ecb82a51e9d6,Running,,10.65,46:56:00,4:52,12.33,635.9999996,83,153,,TomTom MySports Watch,2015-09-21-181310.gpx
9/18/2015 18:39,3273b8d6-96a2-4162-99d4-5277ebe826ce,Running,,22.15,2:01:30,5:29,10.94,1543.999999,182,149,,TomTom MySports Watch,2015-09-18-183938.gpx
9/16/2015 17:59,249d96bc-0b86-4602-b6cf-6fa40cf5006f,Running,,19.35,1:46:38,5:31,10.89,1299.999999,303,146,,TomTom MySports Watch,2015-09-16-175937.gpx
9/13/2015 17:14,d9544e4a-4567-4a19-8bfe-4ef938d95a1c,Running,,23.95,2:23:03,5:58,10.04,1657.999999,390,140,,TomTom MySports Watch,2015-09-13-171413.gpx
9/9/2015 18:37,1977cad0-afd4-450c-9355-8aeabae10a7c,Running,,15.88,1:24:05,5:18,11.33,1101.999999,132,145,,TomTom MySports Watch,2015-09-09-183726.gpx
9/7/2015 18:47,e005376b-b79c-45de-8b2e-a924dd9aa3d8,Running,,15.62,1:22:49,5:18,11.32,1069.999999,241,144,,TomTom MySports Watch,2015-09-07-184706.gpx
9/3/2015 18:49,773f4ab1-e42e-4acb-b9ee-3e21f2283849,Running,,10.55,53:21:00,5:35,10.74,653.9999996,85,127,,TomTom MySports Watch,2015-09-03-184940.gpx
8/24/2015 17:21,0730fe8a-08a3-4d22-9728-60bdccc06124,Running,,28.14,2:46:07,5:54,10.17,1971.999999,518,138,,TomTom MySports Watch,2015-08-24-172148.gpx
8/23/2015 17:35,9f29e8bd-7885-43f5-bc86-fae947a5ab8a,Cycling,,35.09,1:32:58,2:39,22.64,786,336,,,,2015-08-23-173547.gpx
8/21/2015 18:18,2909eefe-b2da-4fa1-9136-1b273cf0b70e,Running,,12.48,1:08:30,5:29,10.93,853.9999995,102,151,,TomTom MySports Watch,2015-08-21-181837.gpx
8/16/2015 17:35,cb29be64-8750-4197-b7a7-21fb2c9f158d,Running,,26.01,2:33:13,5:54,10.18,1793.999999,436,136,,TomTom MySports Watch,2015-08-16-173523.gpx
8/15/2015 18:46,318bf8f5-6344-4f1e-8fb8-f52d7a38ebc1,Cycling,,13.72,38:39:00,2:49,21.3,313,139,,,,2015-08-15-184621.gpx
8/14/2015 17:44,c749a53c-be67-496f-8626-fb438382aab8,Running,,19.04,1:52:10,5:54,10.18,1315.999999,301,130,,TomTom MySports Watch,2015-08-14-174435.gpx
8/9/2015 16:29,632b4c1e-96ce-4e45-9d8e-945b64c8d912,Running,,18.58,1:48:49,5:51,10.25,1278.999999,285,138,,TomTom MySports Watch,2015-08-09-162948.gpx
8/3/2015 18:30,b1a19f5a-4cb7-479a-b8bc-60e3fb62f218,Running,,18.95,1:38:16,5:11,11.57,1298.999999,156,149,,TomTom MySports Watch,2015-08-03-183049.gpx
8/1/2015 18:40,fad4d129-7045-41f5-ad01-7043d9c5db12,Cycling,,18.79,56:41:00,3:01,19.88,430,195,,,,2015-08-01-184014.gpx
7/29/2015 18:14,47192c06-cc2b-4112-92a1-0c53f5afc344,Running,,0.76,5:15,6:55,8.67,53.99999997,6,133,,TomTom MySports Watch,2015-07-29-181434.gpx
7/26/2015 8:02,6e225b5e-08d0-46d0-bbb2-6f6fd3dec433,Running,,22.09,2:16:22,6:10,9.72,1557,372,142,,,2015-07-26-080236.gpx
7/24/2015 18:49,0998a635-1166-4d12-b143-56a922e05fd2,Running,,12.69,1:05:15,5:09,11.67,858,108,146,,,2015-07-24-184943.gpx
7/21/2015 18:22,0a903a48-5c63-461d-bddc-303e6c1e935f,Running,,12.66,1:08:07,5:23,11.15,867.9999995,109,138,,TomTom MySports Watch,2015-07-21-182238.gpx
7/19/2015 17:19,1e224c99-4090-4dea-aef4-2f519099fff5,Running,,23.88,2:27:32,6:11,9.71,1688,391,135,,,2015-07-19-171938.gpx
7/16/2015 18:32,ae62b3b8-f681-49b7-a7bf-464934bc9e33,Running,,9.57,45:28:00,4:45,12.63,628,77,148,,,2015-07-16-183218.gpx
7/14/2015 18:39,7d04c79d-fa1c-43d1-8786-1cffe6abbc5e,Running,,12.66,1:04:46,5:07,11.73,852,108,145,,,2015-07-14-183953.gpx
7/12/2015 18:14,8e08fa81-ec96-4811-8ac2-db1250c9cee1,Running,,19.04,1:51:58,5:53,10.2,1316,295,133,,,2015-07-12-181414.gpx
7/10/2015 18:35,17d24474-bead-48b6-b215-8f9a09f0e13d,Running,,19.02,1:34:06,4:57,12.13,1279,156,144,,,2015-07-10-183516.gpx
7/7/2015 18:39,cb393e1d-af41-4f89-a810-3e4963d307ee,Running,,10.55,48:59:00,5:08,11.7,650,88,143,,,2015-07-07-183938.gpx
7/5/2015 17:53,c0cb05cc-c1a5-4897-a685-cb8aa01b712d,Running,,19.7,1:52:23,5:42,10.52,1358,303,142,,,2015-07-05-175306.gpx
7/1/2015 18:16,3a85bdfa-776d-4282-b2c2-c36ca414a04e,Running,,18.83,1:34:34,5:01,11.95,1268,154,142,,,2015-07-01-181602.gpx
6/28/2015 17:39,bdbd37a8-9c4f-41c4-9e87-1980a096881c,Running,,19.81,1:55:57,5:51,10.25,1360,313,133,,,2015-06-28-173902.gpx
6/24/2015 18:27,f27bbf5b-e534-4328-b053-70a1f7fd3195,Running,,11.14,1:03:45,5:43,10.49,766,162,133,,,2015-06-24-182723.gpx
6/22/2015 18:19,2b3bb63b-e5b7-419e-9b53-744ce195fa83,Running,,18.84,1:41:17,5:22,11.16,1294,156,141,,,2015-06-22-181953.gpx
6/21/2015 17:53,ee566558-df2c-4874-8470-4c96bc16e11b,Cycling,,34.49,1:35:39,2:46,21.63,751,318,,,,2015-06-21-175346.gpx
6/17/2015 18:39,744827f5-674f-4ec6-9ffe-82866f2b021e,Running,,12.61,1:07:45,5:22,11.17,859,109,137,,,2015-06-17-183944.gpx
6/15/2015 18:27,c089d063-ac9b-4931-af17-3b6329f5954a,Running,,12.64,1:02:17,4:56,12.18,926,107,158,,,2015-06-15-182700.gpx
6/14/2015 17:03,bf89325d-987a-4421-903f-eba2022ec226,Cycling,,28.49,1:20:47,2:50,21.16,621,294,,,,2015-06-14-170323.gpx
6/12/2015 18:27,92d68e43-b394-4a2e-be6a-49074f30a793,Running,,12.63,1:02:18,4:56,12.16,855,107,154,,,2015-06-12-182752.gpx
6/10/2015 18:14,791454fb-a749-47c1-9913-f72aeb7fe000,Running,,14.35,1:21:05,5:39,10.62,986,226,136,,,2015-06-10-181403.gpx
6/8/2015 18:18,d77c5897-a8f2-41a0-82d4-210315a0b17c,Running,,10.6,44:45:00,4:40,12.88,626,85,161,,,2015-06-08-181818.gpx
6/7/2015 16:51,4ca793f5-809f-4659-98a4-01bbd63f8d07,Running,,13.01,1:13:07,5:37,10.68,876,193,147,,,2015-06-07-165114.gpx
6/6/2015 18:30,04538557-0367-48ee-bcfd-e6c0a16568a8,Cycling,,18.96,1:19:02,4:10,14.39,510,123,,,,2015-06-06-183039.gpx
6/4/2015 18:15,5fe00119-e51b-48c6-a3e3-f6d75374df67,Running,,15.97,1:23:18,5:13,11.5,1097,135,141,,,2015-06-04-181545.gpx
6/1/2015 17:40,d2ec6e32-2140-4860-ac6b-3eb7b5923e44,Running,,11.85,1:04:46,5:28,10.98,810,180,145,,,2015-06-01-174042.gpx
5/31/2015 4:02,3ea58a0a-a2c8-4e8f-8e27-ac86ccbd2eb2,Cycling,,29.4,2:35:00,5:16,11.38,710,58,,,,2015-05-31-040200.gpx
5/29/2015 18:45,748d5149-2314-4bd0-8528-59d7e7ffee1d,Running,,10.73,46:22:00,4:46,12.59,636,84,150,,,2015-05-29-184522.gpx
5/27/2015 18:19,9ef5388f-c3af-4bd0-8c4c-437f1255eb99,Running,,12.8,1:03:46,4:59,12.05,859,108,150,,,2015-05-27-181922.gpx
5/23/2015 19:07,b685d6f3-056b-49a7-9599-8aa7a4a0248e,Cycling,,13.65,43:06:00,3:09,19,332,144,124,,,2015-05-23-190740.gpx
5/21/2015 18:45,98e685ee-8f60-49ef-93e5-028ce01520ba,Running,,10.54,45:19:00,4:45,12.64,624,82,147,,,2015-05-21-184551.gpx
5/19/2015 18:48,21c55ade-208e-4525-893f-07b152dd7799,Running,,12.73,1:02:30,4:55,12.22,859,109,134,,,2015-05-19-184836.gpx
5/17/2015 17:33,396f0254-c9ca-4ac5-bf6d-e176f6e5a2a1,Running,,10.64,48:27:00,5:02,11.94,642,85,150,,,2015-05-17-173315.gpx
5/13/2015 18:39,edd6a664-91fa-4978-9a3d-a9a9e97da0cb,Running,,12.71,1:09:15,5:27,11.01,875,108,158,,,2015-05-13-183934.gpx
5/11/2015 18:39,54793068-82e4-4c34-9be0-c50c8067d195,Running,,10.61,48:38:00,5:04,11.86,653,91,158,,,2015-05-11-183902.gpx
5/6/2015 18:18,295df484-190b-4ca4-a39f-99d3793cbcff,Running,,12.83,1:07:10,5:14,11.46,880,107,142,,,2015-05-06-181849.gpx
5/2/2015 18:48,993ca426-7e01-48eb-9b50-1bc32ee4a239,Running,,7.39,43:11:00,5:50,10.27,509,162,165,,,2015-05-02-184803.gpx
5/1/2015 18:05,7bd07c52-14d5-4c06-98aa-1b84e0a14127,Cycling,,11.41,42:39:00,3:44,16.06,282,132,125,,,2015-05-01-180538.gpx
